sender,no_reacts,text,label
$USER0073,0,Felicitări MARIAN,OTHER
$USER0426,0,Ce să facă Iohannis Iohannis este cel mai mare dușman al Romaniei,OTHER
$USER0531,0,Să plece dracu de unde a venit !,PROFANITY
$USER0136,2,Nu mai urmărim posturi tv daca nu putem comenta ce gandim.Atat timp cat nu vb urat de ce ne inchidbgura ? Să vedem ce faceti fără reiting ca oricum nu va mai credem la ce arătați.,OTHER
$USER2356,1,"Din cauza ca sintem rai, nu ne mai suporta D- zeu, de aia ne da numai nenorociri! Sa ne întoarcem la credință și rugăciuni. Satana face ce vrea cu noi!!!",PROFANITY
$USER0946,0,"Mariana Mariana Dumitrache eu nu mai am încredere în el,din cauza perlei care a scos-o pe gură, sper să revină și să dea explicații, pentru ce îl acuză pe Putin?",OTHER
$USER1856,0,Exact ce am zis....cu o floare nu se face primăvară....nu îi interesează pe romani....sunt toți mulțumiți.....,OTHER
$USER3566,0,Acum sa rezolvați ceva dar fără violenta ei o sa rămână nepăsători trebuie fututi în gura întrat peste ei în birouri și batuti,ABUSE
$USER0277,0,"Așa ați început și cu Covrig , stați liniștiți că e o gripă normală și puțin timp după ați rupt în bătaie că nu purta mască!!!!",OTHER
$USER1218,2,Haideți să ieșim...dai in p..la noastră da muistii dreaq ... să-i linsam,ABUSE
$USER0916,0,"Tudor panduru ""Patria este norodul, iară nu tagma jefuitorilor!""",OTHER
$USER0428,0,C'è cauta curva AN Romania,ABUSE
$USER0669,0,Bun la istorie și atât! Istorici aceștia trăiesc în trecut.,OTHER
$USER0076,0,"Niciodata nu a fost in tabara noastra.A fost tinut 17 ani in SUA pe banii nostri.Acum trebuie sa latre,stapanii lui trebuie sa vada ca merita banii.",OTHER
$USER1467,0,"Eu unul nu înteleg nimic din ce spune domnul Europarlamentar Globalist Terheș, sunt prea prost să înteleg cuvintele sofsticate care le exprimă!",INSULT
$USER0027,2,NE-AM LĂMURUT SI CU AHTIATUL ASTA DUPA BANI SI PUTERE!!!!!!!!! RUSINE POPĂ EUROPARLAMENTAR !!!!!!!!,OTHER
$USER0772,0,Trăiască doamna Diana Sosoaca,OTHER
$USER0296,0,huuuuuooooooooooooooooo,OTHER
$USER2294,0,"Le zici bine ,le aplici și celor care nu pricep că totul e făcătură pentru prosti !",INSULT
$USER1810,0,Dumnezeu să vă binecuvânteze și ocrotească și pe noi! Doamne ajuta!,OTHER
$USER1530,3,"Bai fraților ,n-o sa ne apere nimeni. Și rușii o sa ne facă praf. Ce jeguri de politicieni avem.",ABUSE
$USER0931,0,Felicitări George Simion,OTHER
$USER0759,0,VĂ DORESC! OAMENII DE BUNĂ CREDINȚĂ! O NOAPTE SFĂNTĂ BINECUVĂNTATĂ DE BUNUL DUMNEZEU CU PACE SUFLETEASCA ȘI TRUPEASCĂ ȘI CU UN ÎNGER LA SOMN PENTRU FIECARE OM!,OTHER
$USER1134,0,Sosoaca președinte,OTHER
$USER0012,1,"O sa mergi cu mutu si cu sleahta lui de hoti, criminali si perversi!",INSULT
$USER0590,3,Comunism e în occident dar mascat!!!,OTHER
$USER0105,0,Nu mai avem arme si fabrici din cauza occidentului nu din cauza Rusiei,OTHER
$USER1378,3,"Ești vândut americanilor, de aia și urlai împotriva Ursulei. Nu că erai tu curajos, dar aveai americanii în spate.",OTHER
$USER0228,0,Marș la DIGI 24 și Guvern!,INSULT
$USER0929,0,Seara buna va doresc drum bun înainte spre destinație,OTHER
$USER0605,0,Esti prost de dai in gropi tramvaiuleeeeee,INSULT
$USER0236,3,Da!Ne căcăm pe noi de mândrie! Nenorociților,INSULT
$USER0333,0,Bagameas pl în planul vostru și în războiul vostru trebuie sa dau 20 de milioane sa fug din tara sa nu fiu carne de tun,ABUSE
$USER0285,2,"Marș, trădătorilor!",INSULT
$USER0228,0,GO DIGI TV sau Pro TV!,OTHER
$USER0681,0,"Arafat nu este vinovat pentru morții din perioada pandemiei. Vinovați sunt alții, mai mari decât Arafat.",OTHER
$USER1790,0,E rindul nostru,OTHER
$USER0508,0,"Ucrain nu-i distrusa. Nu mai zbirati, noi suntem distrusi. Economic cu bdnzina ,cu insltelw poati si dijdii.",OTHER
$USER2688,2,"Toți care vă perindati prin televiziuni sunteți cele mai mari jigodii, nu aveti nimic uman în voi...",ABUSE
$USER0181,0,"Rusii sunt PATRIOTI cu pretul vietii,nu pupa Curu la Satanisti",ABUSE
$USER1618,0,Diana Iovanovici Șoșoacă președinta României! Amin,OTHER
$USER0168,0,Bine a ti venit dle Giorgianni!,OTHER
$USER2390,0,"Cel mai mult mi-a placut asta cu : de la Marea Dracu- pina la Marea Lacu "" !!!!!",PROFANITY
$USER2348,0,Spune la tv acum exact ce ai spus tu Diana …. Ca poporul a fost fraierit la pompă … ce romani prosti,INSULT
$USER1312,0,"Dă-i dracu de mincinoși , in germania am fost la control cu copilul au sărit călare pe mine sa fac testul rapid.",ABUSE
$USER0400,0,"Da ce te doare pe tine ma de alti.Daca vrei sa anchetei,anchetează javrele noastre,care a omarit oameni în asa zisa pandemiei.Tu judeca criminali din tara noastra.",ABUSE
$USER1376,0,"Pentru un politician novice, d-l Terhes a studiat cam multa istorie cu tematica pe expansiunea Rusiei...hai,ca nu suntem prosti",OTHER
$USER4119,0,"Doamne ferește ! Dulapul ăsta de la Cotroceni, este un nenorocit trădător !!!",INSULT
$USER1253,0,Americani ceau facut de atatea anii ce a fost acolo nimeni nu vorbeste,OTHER
$USER1513,0,DE ȘOȘO SA NU SE ATINGĂ NIMENI ÎN PUII MEI! FORȚA DIANA! TE IUBIM! RESTUL SINT POVESTI!,OTHER
$USER0634,0,Petrol = razboi,OTHER
$USER3804,0,Mergeți voi boilor de bandai și polițiști la razboi,INSULT
$USER0833,1,"Culcat mincinoși dreacu, acum de la pndemie știți și de război?",ABUSE
$USER0990,0,Păi moare cuțui cai,OTHER
$USER2219,0,Estimate in mareeree bou,INSULT
$USER0256,4,ROMANIA NEUTRÀ! TRÀDÀTORILOR!,OTHER
$USER0463,0,"Aș vrea să fie cineva să vândă ca sclavi, toți trădătorii și vânzătorii de țară!",ABUSE
$USER0980,0,Dacă baga telefon ul la încărcat Dan nu rămâne fără baterie. Ok,OTHER
$USER4062,0,Nu e de acum mâncați cacat ca de obicei,INSULT
$USER2398,0,Mi-e scarba de asa romani,ABUSE
$USER1419,0,Ilie Stetco si mai adaugam si ucranieni omarati tot de armata ucrainiana acum in acest razboi pe care ei nu da la stiri .,OTHER
$USER0328,0,Maria Vasilovici pt ca sunt slugi,ABUSE
$USER0143,0,INCEPE SA NU-I PUPI IN CUR PE AMERICANII SI TE VOM IUBI DIN NOU,INSULT
$USER0120,0,Despre crimele făcute de americani în Serbia ???,OTHER
$USER3462,0,O mana de dobitoci manipulati de propaganda ruseasca,INSULT
$USER1828,0,Adunatura de prosti ce sunteți,INSULT
$USER1741,1,tot asa si Italia a primit emigranti in tara lor si au fost violata studente in subpasajele din gari,OTHER
$USER0875,0,De ce nu spuneți despre fermele de copii din Ucraina?,OTHER
$USER0528,2,Bai Fratiorilor Cine dracu e arafat??,PROFANITY
$USER0495,2,NATO A JEFUIT LUMEA,OTHER
$USER0671,0,Du-te dracu de te culca că puți,ABUSE
$USER1869,0,Raluca Floriana sa stii ca nici nu mi mai vine sa rad de gasca asta vesela,OTHER
$USER1914,0,"Poporu român nu vrea coflict de război,vrem linşte pe cerul românesc, parlamentul să se coupe de problemele interne care sunt nenumărate.",OTHER
$USER0115,0,Stie istorie? Asculta l inca I data su vezi cum manipuleaza si distorsioneaza istoria.,OTHER
$USER1046,0,Vrem să câștige Rusia prostule,INSULT
$USER1437,0,"Elena Ileana Maresa E cel mai prost ,ca s.a vandut singur la globalisti ..etc",INSULT
$USER0867,5,Băi proștilor Putin știe că poporul român nu vrea război cu el voi hoților vreți și poate trimite câțiva racheti să vă caute pe voi,INSULT
$USER0434,2,Dumnezeu este cel ce sprijină România din toate punctele de vedere Amin,OTHER
$USER0381,0,Sunt în războiul noi sau ucrainieni,OTHER
$USER0179,0,Nu este adevarat rusii Au folosit arme vechi care trebuiau SA le utilizeze si SA nu distruga ucraina cand scoate arme adevarate SA vedeti,OTHER
$USER0816,1,"domnule Ciolac roitiva de acolo din parlament ca voi nu sînteti de razboi ci de ciordit ,",OTHER
$USER0859,1,Respectele mele stimata doamna și bună seara stimați urmăritorii aiacestei știre vă salut domnilor invitaților,OTHER
$USER1413,0,Dacă PUTIN punea câteva bombe în Cuba pleca NATO la ei acasă....,OTHER
$USER1030,0,SUGI BOCANCII NATO ISTORIA SE VA REPETA DIN NOU ȘI NOI ROMÂNII CA ÎNTOTDEAUNA VOM RĂMÂNE SINGURI CU TOT CU NATO ȘI UE,ABUSE
$USER1588,0,"Când v-am spus că românii vor război nu m-ați crezut, noroc că eu sunt din Ardeal care face parte din Transilvania ocupată",OTHER
$USER0479,2,a venit cumva cu vize pt romani?....zi ba cocostarcule,INSULT
$USER0687,0,"Dul MNeamtu de ce comparati Romània cu Russia si o comparati cu Germania sau Anglia, Franta, Ungaria, Croatia, Olanda, Belgia, Polonia.....",OTHER
$USER4068,0,JOS sataniști huligani interlopi din guvern!,ABUSE
$USER1832,0,Doamne ajuta Ami!,OTHER
$USER0701,0,Vrem independența țării,OTHER
$USER1808,0,"Starul global a spus ca romanii au invatat Bucovina de Nord ,iar limba romana a fost interzisa in Cernauti...",OTHER
$USER0200,0,"Procesul de fotosinteză rezolvă problema bioxidului de carbon. Vă rog, luptați pentru procesul de fotosinteză. Oprirea tăierilor, și plantarea masivă.",OTHER
$USER0617,0,Fi mai respectos Mihai Neamtu,OTHER
$USER0348,0,"Borhotul de Chiriac,ești un satanist nenorocit!",ABUSE
$USER1350,3,"Buna seara, din pacate domnul Terches m-a dezamagit !",OTHER
$USER2639,0,"cine a fost inteligentul care a propus asa ceva,adica cu toti mosii la razboi!",INSULT
$USER2156,2,Noi la cat de paduchi suntem mai bine am sta naibi in banca noastra ca ne face cacat daca vrea Putin !,PROFANITY
$USER0207,0,Ce Mai Mari criminali CCP,OTHER
$USER1702,0,"Imbecil esti tu, pentru ca nu cunosti nici legea Romaniei, si nici legea Europeana .....asa ca mai bine retrageti jignirea boule",INSULT
$USER0852,1,"Dictatura militara ne pregatiti, ordinarilor",ABUSE
$USER0501,0,Cine dracului a ma-i chemat-o și pe asta aici?,PROFANITY
$USER0375,0,"PACE, NEUTRALITATE !!!",OTHER
$USER0839,1,De ce nu lasă ucrainenii lui sa iasă din țară. Vameșii ucraineni le cer bani sa.i lase.,OTHER
$USER1820,0,La mulți ani binecuvântați de Dumnezeu tuturor femeilor cu ocazia zilei de 8 Martie,OTHER
$USER0925,0,Are avioane de la 300 de km loveste tinta Rusia,OTHER
$USER1298,1,Diana Presedinte@,OTHER
$USER1791,0,Suntem manipulați !,OTHER
$USER1071,0,Multă putere aur,OTHER
$USER1400,0,Bună seara! Sa fim puternici!,OTHER
$USER1898,7,"Sa mearga la razboi USR-ul ,ei sunt in asentiment cu presedintele Ucrainei.",OTHER
$USER1076,0,Ar fi bun si Diaconescu linga voi ca sibel este impotriva hotilor,OTHER
$USER1534,0,Ce se întâmplă aici? Reclamă la ochelari?,OTHER
$USER0774,0,"Ești omul Elitei Globaliste , domnle terhes .",OTHER
$USER0833,2,"Stați în casa, asta pățim când cei din guvern sta sa ne ducă la ruina, asa oameni nu trebuie sa mai stea la putere",OTHER
$USER1047,0,Dl. Chitic a fost apostrofat ieri că participa la emisiune de la volan. Se pare că acum o ok.,OTHER
$USER0671,0,Ești un ordinar vandut !!,ABUSE
$USER0058,0,Impuscate singur,ABUSE
$USER1843,0,Sunteți vreo 50 de pacăliți aveți poză făcută de sus se împuținează prostimea se prinde că osânza asta e o șarlatană în slujba Rusiei o trădătoare jalnica ce vinde poporul român !!,ABUSE
$USER3524,0,Jos gunoaiele jos guvernu,ABUSE
$USER4041,0,Sa-i trimită la război acolo sânt vaide capul lor de prosti,INSULT
$USER3361,0,Simioane ești mare gunoi,ABUSE
$USER1299,1,Sa va las un comentariu sa al dați an direct la total tara și la domni din parlamentul României și la domnul președinte iohanis,OTHER
$USER1839,0,Dorm sunt nepăsători știu doar sa.jicneasca,OTHER
$USER1608,0,HALOOOOOOO TREZESTE TOT ROMANILOR VENITII LA REVOLTELE SOCIALA,OTHER
$USER4313,1,Exact așa e dar slugile mafiei globalistilor trădători și hoți noștri își bat joc de noi cai lăsam sa ne facă de ras facă slugile globului .,ABUSE
$USER1747,0,NEUTRALITATE!NEUTRALITATE! NEUTRALITATE!,OTHER
$USER0152,0,"Domnul Terhes un raspuns de tot rahatul!Aici ie vorba de copiii care au fost ucişi,....nu mai am cuvinte....",OTHER
$USER0287,0,Praf și pulbere sa se aleagă de ei,ABUSE
$USER0579,0,vor 5G si centrale nucleare ca sa extermine?!,OTHER
$USER0058,0,Jos criminalii...dece nu plătesc toți criminalii ?,OTHER
$USER2794,0,Angell Angelik marș la Putin!,INSULT
$USER0128,2,Trebuie verificate bazele militare de la Deveselul si Kogalniceanu care ascund laboratoare biologice.,OTHER
$USER1423,0,Domnu Terheș gresit războiul se ciștigă cu rachete si îti pot demonstra,OTHER
$USER1512,2,Felicitări Luis! L-ai pus cu botul pe labe pe Terheș!,OTHER
$USER0859,0,Dar crimele făcute în Iugoslavia de americani este și România ca dat drept de survola spațiul aerian,OTHER
$USER0079,0,Laura Simona Balc Zegrean astia chiar cred ca prostesc prostii!,OTHER
$USER0077,0,Terhes mai facut sa mi schimb parerea dupa tine !!!! Esti o curva cu doua fete!!!,ABUSE
$USER0155,0,MULTA SANATATE SA AVETI CRISTI SI AURELIAN DATI CIT MAI MULT ADEVAR NU IERTATI NIMIC,OTHER
$USER0664,0,Bravo Adriana!!,OTHER
$USER0701,0,Nu vrem să fim colonie !,OTHER
$USER0673,0,Unde dracu ai citit astea,PROFANITY
$USER3170,0,"Nu va e rusine. Sa acceptați acești nenorociți , rusofoni .",INSULT
$USER0169,3,"America a băgat bățul prin gard , Zelenski a îneput să latre ! A pus botul !",OTHER
$USER1643,0,"Vrem pace iar daca vor razboi sa se duca aia care votează contra noastră ,nu copiii noștri nevinovați",OTHER
$USER1106,2,Codruța la cratiță ce sa faca o panarama de muere ca președinte.,ABUSE
$USER2950,0,Mananci numai cacat,INSULT
$USER4269,1,Vai de curu tau,INSULT
$USER4081,0,"Parcă sunt ăia din NIJA sâ le fie rușine la acești măgari,poporul trebuie ascultat,voi sunyeți plătiți de popor ,pe noi trebuie să ne slujiți nu parlamentarii și gașca lor de hoți",INSULT
$USER0084,0,NU UITAȚI DE VELA,OTHER
$USER1257,0,"Hai ca usor ,usor ne ea draci . Osa ne saturam de amarecani ,astai blestem de la putin",PROFANITY
$USER0590,0,"Deci nu pot sa cred, ce prostii spune domnul asta",OTHER
$USER1373,0,HELOOOO suntem in 2022 .. SCUZEE,OTHER
$USER1435,0,"Am hotărât, ai block..! Ai fost măreț, dar cu asemenea j eg , nu mai avem ce sa ducutam",ABUSE
$USER0108,0,"Nui interesează pe nimeni de Țară ta,ce păți. Doar să te vadă la rău",OTHER
$USER3308,0,Puiu Traian Suciu dobitocule .du-te mă să cumperi ulei sal bei cu ouă crude că să poți să latrii .bou îndobitocit .farA coaie .castrat .,ABUSE
$USER1386,0,"Dl.Lazarus , nu vedeti ca dl.Terhes e pro american ?",OTHER
$USER1468,0,"Și invers nui la fel, ești vasal oriunde ori în vest ori în est,",OTHER
$USER1533,0,Acest Trădător face acum propaganda. E bine totuși ca ți-ai dat arama pe fata. Deja păcălești romani.,OTHER
$USER2505,0,Proasta esti si nu mai mori,INSULT
$USER0127,0,"Nu te poate forta, nu mai nu mai poti trai.....",OTHER
$USER2609,0,Mergeți dracului,ABUSE
$USER1567,0,Domnu Lazarus cand gaceti emisiunea cu recensamantul?,OTHER
$USER3991,0,Pentru ce mă ați ieșit în stradă. Leprelor.,ABUSE
$USER1378,4,"Aiurezi, Terhes!",OTHER
$USER2575,0,SA YERMINATI YOATE JEGURILE ASTWA DIN PARKAMENT,ABUSE
$USER1640,1,Vrem libertate nu vrem război lăsați soți lângă noi,OTHER
$USER1067,0,Trebuie linșați aia trebuie făcut,OTHER
$USER1335,0,CONTRACTELE SINT SECRETIZATE .,OTHER
$USER1152,0,Măi da nu mai infloriti pe degeaba,OTHER
$USER1075,2,ARAFAT ÎȘI FACE JOCUL OCULTEI MONDIALĂ.,OTHER
$USER4136,0,Ai lasat mastile si ai inceput cu razboiele autostiitoare care esti toti suntem prosti nu mai tu sti toste Estu de legat,INSULT
$USER1788,0,Nu ne vrem copiii la război vrem pace,OTHER
$USER0255,2,A venit sa i-o sugă lu iohanita,ABUSE
$USER0694,0,BRAVOOOOO CEZAR,OTHER
$USER1228,1,"Pipera ăsta.. Bate câmpii.. Războiul, e război.. Criza e criză.. Doamne ferește de mobilizare..",OTHER
$USER1983,0,De ce nai ppza tie frică jegul dracu ce esti,ABUSE
$USER1352,0,"Nu este doar Ursula, aia este o scalva a okultei care au pus in toate guvernele oamenii lor! Au cumparat oameni in cele mai sus-puse pozitii din guverne!",ABUSE
$USER3669,0,"Simion tu ești mai gay și și mai drogat ca Zelenscky, măcar ăla este căsătorit și are copii care-și iubește țara !",ABUSE
$USER0751,0,"Ți în fata,eu după tine",OTHER
$USER3010,3,"Gunoaiele societăți să nu se uite la adevăr ,mutați-vă pe manipulare( minciună )gen A3 etc",ABUSE
$USER0316,0,Du-te dracu de gloaba!!! Si americani tai rad de tine!!!!,ABUSE
$USER1157,0,Prea mult miscati acele crengi,OTHER
$USER0297,0,"Sandu ioana fugi la munca duduie , numai comenta prostii pe aici",OTHER
$USER0169,0,SĂ NU SE SCHIMBE CONSTITUȚIA ROMÂNIEI !,OTHER
$USER2185,0,Să-mi bag p...... A in nevasta lui arafat și în Carmen să le trag,ABUSE
$USER0334,0,Păzea.au venit gunoaiele din parlament la aeroport,ABUSE
$USER0545,0,Sa ma pis pe doamna HARIS și pe IOHANIS,INSULT
$USER0688,0,zboara pe fereastra sau ii facem un ceai,OTHER
$USER1603,1,Neutralitate pentru România!!,OTHER
$USER1154,0,Lasă că mergem și ii omoram noi mai bine în pușcărie decât pe front,OTHER
$USER0695,0,"E ,, grele,,de citit, obosește ochii.",OTHER
$USER1314,0,"Asteptam cealalta stare de alerta de razboi,ca tot nea obisnuit cu teroarea !!!!!!",OTHER
$USER0529,0,Lăsăm asta înseamnă să cedeze suveranitatea,OTHER
$USER0271,0,Interesele pentru România sunt satanice .,ABUSE
$USER1229,1,Dacă dau arme romanilor … pornesc la vânătoare de politicieni tradatori ..,OTHER
$USER3469,0,"Jos cu mutu, schiorul lu Dracu de îl mânce cancerul de gunoi Ordinar! Bravo d-l George! Felicitări!",ABUSE
$USER0307,0,"Stiti cumva cate milioane de euro sa cheltuit acuma doar pt aceasta vizita,va spun eu jumatate din pibul Romaniei",OTHER
$USER0749,0,La arme romanii sa ne recuperam țara.. De la bandiți,OTHER
$USER1370,0,"Adevărații locuitorii ai teritoriilor rusești,cred...",OTHER
$USER0298,1,"Taci mă opturatule, americanii au atacat zeci de țări și nu v-ați deranjat pieleanul p.... i",INSULT
$USER0199,0,Stie de documente Pfizer 50k file,OTHER
$USER1609,0,"La mulți ani "" femeie azi """,OTHER
$USER0178,0,Of. Nu se mai pune preț pe factorul uman și pe umanitate...,OTHER
$USER1635,0,Mame sa iesim in strada!,OTHER
$USER1738,0,Ucraina nu e tara noastră să se omoare cu rusia nu e treaba noastră să ducă Iohanis să lupte el pentru ei să o ia și pe nevastă-sa poate o fute Ucraina și rusia,ABUSE
$USER0283,0,Care garanții porcule,INSULT
$USER0234,2,Dați cu uuuuuuu la toti,OTHER
$USER2209,1,TOT PROST AI RAMAS,INSULT
$USER1326,0,Satana știe că nu mai are mult de trăit și acum turbeaza vrea sa ne omare pe toți,PROFANITY
$USER0126,0,DOAMNE DUMNEZEULE SA NE FEREASCA DE SATANISTI!!!,ABUSE
$USER0371,0,"La preturile de astazi ,le doresti si gatite? glumim ,vreua si eu .",OTHER
$USER3287,0,Uniți să fim puternici și să învingem tot RĂUL și cu toți penali afară cu voi toți jegoși,ABUSE
$USER3176,0,De la 1 aprilie ne vor băga restricții. Revine satanaed arahat.,INSULT
$USER0203,0,"Daca ea face parte din guvern, tu ești un mare prost !",INSULT
$USER0126,0,BRAVOOOOOOO ARELIAN!!!!,OTHER
$USER1808,0,"SUNTEM ROMANI,inainte de toate!!!",OTHER
$USER0203,0,Hai și tu în boscheți cu noi ! Raport,OTHER
$USER0223,0,Este o curvă cu două fețe și Luis Lazarus Să apere cât nu mai poate,ABUSE
$USER2920,0,Claudiu Paraschiv asa e ma-ta ?,ABUSE
$USER0201,2,"Stergi comentariile Aureliane, cand nu-ti convin?",OTHER
$USER4084,0,Va SUSTINEM SI CIND APAR LA JUDETENE TOT JAVRE AJUNG,ABUSE
$USER2885,5,Vacă grasă și urâtă,INSULT
$USER3976,0,Jos Iohanis si cu hoti criminali tradatori si slugele lui,ABUSE
$USER1637,0,Nu tradice cuvânt cu cuvânt !,OTHER
$USER1507,0,Da nu știu dacă tu într-adevăr știi citi,OTHER
$USER1392,0,NATO ar vrea sa se bata cu rușii la noi nu sa ne apere,OTHER
$USER1787,0,Demisia Johannis! Jos guvernul trădător!,OTHER
$USER1483,0,Felicitări pentru emisiune!,OTHER
$USER0918,0,Mai bine ar trebui ajutati BATRINII di Romania si copii saraci,OTHER
$USER1438,0,Stima și respect Dumnezeu sa va binecuvânteze,OTHER
$USER0151,0,"NuPutin s a bagat, sua a inceput razboiul",OTHER
$USER0779,0,Obraznic?! Eu maturam parlamentul cu el!,OTHER
$USER0301,0,Mars fmmmm de globalista,ABUSE
$USER0089,0,De CE IN ROMANIA?,OTHER
$USER1512,0,Luis! Terheș e pierdut!,OTHER
$USER0145,0,Hai Puți pregătește două bonbe cu airosol pe Cotroceni și scăpăm de Satanele astea Ocultei Cabalei,ABUSE
$USER0115,0,"Controlled opposition nu inseamna opozitie!! Sunt de aceeasi parte, mimand opozitia.",OTHER
$USER1163,1,"Asta este. Am ieșit din pandemie minciuni, și restricții, și suntem amenințați cu războiul, și cu criza economica.",OTHER
$USER1245,0,"De noi e clar, ne spunem le ce vor ei.",OTHER
$USER2973,0,"D-Zeu Chiar ca trimite moartea dupa cei prosti,oi,hiene,Globalisti si prostituati",INSULT
$USER0659,0,"Vai și în tara noastră câți sunt fără strictul necesar , of doamne ne a lovit mila , fiecare tara are bani alocați pentru ajutorarea altei tari în caz de război",OTHER
$USER0224,0,Va dati mari si tari :))))),OTHER
$USER0597,0,Întreabă l de ce nu vrea să ridice în Constituție o lege FĂRĂ PENALI ÎN FUNCȚII PUBLICE . Semnăturile sunt și o să mai semnăm .,OTHER
$USER0139,0,E cumparata si Ciuca si altii sunt evrei..!,OTHER
$USER1269,1,Mai bine la pușcărie decit sa apărăm niste tradatori,OTHER
$USER0668,0,Bai Neamțu tu ești basist,OTHER
$USER2616,2,Asta este opera sclavului jegos de iohanis un căcat de globalist un sclav umil in fața UE,ABUSE
$USER0758,0,Arme pentru mentinerea pacii,OTHER
$USER0112,0,Europarlamentar Cristian Terches scuze Dar se vede Ca' oculta mondiala ti-a permis sa tii cu ei ...esti medaliat Ca' si sistemul nostru si faci parte,OTHER
$USER0027,0,NU DEGEABA A AJUNS TERHEȘ EUROPARLAMENTAR !!!!! CLAR ESTE VINDUT !!!!!!!!,OTHER
$USER1236,0,"100% si religia este plina de prosti, si politica plina de mafioti extraordinar dom'le la ce s-a ajuns",INSULT
$USER1614,1,Va-au tăiat live ul !!,OTHER
$USER1384,0,Bombardament la tapet! Nu e curtea lor si localitati si judete rase de pe pamant ! Mincati cacat,INSULT
$USER1514,3,Terhes dacă intradevar ai fost investit popă fa-ti datoria altfel stii ce te asteapta bănuiesc nu poti sluji la doi domni ori cu dumnezeu ori cu Mamona!,OTHER
$USER1678,0,Ioana Danciu =)))))):)))))))),OTHER
$USER1620,1,"Tradator ,al pupincurist general ,de fapt cîti sunt .Prea putin generali adevărati .",INSULT
$USER0763,0,Pe al meu barbat ce doarme de sapte ani ...vanator de munte!,OTHER
$USER0261,0,Baaaaaa nebunilor terminatiiii odata!!!,OTHER
$USER0228,0,China poate dar SUA ni!,OTHER
$USER1386,0,"Dupa dl.Terhes , tot noi suntem de vina ...??",OTHER
$USER1439,0,Vorbiți sa nu tăceti!! Gargara!,OTHER
$USER0297,0,Tu sa iesi .. prostia este la tine . Fufi si cumpara motorina duduie,INSULT
$USER1838,0,Poporul va iubește Stimata Doamna astăzi de 8 martie va urez un călduros la mulți ani !,OTHER
$USER0633,0,Silviu Caraba marș,INSULT
$USER3517,0,Jos cu Nenorociți,INSULT
$USER2408,0,JOS CRETINII SOROS BILDELBERG DIN ROMANIA,INSULT
$USER3875,0,Aveți grija ca vor începe curvele sa va aresteze cind se sparge tîrgul.....,ABUSE
$USER0472,0,Ne mai pune ceva la salariu? Nu ? Atunci dați-vă -n p...^$$÷£,ABUSE
$USER0264,0,Nu va mai satura satana de a face rau,PROFANITY
$USER0299,4,Trezeste-te romane ca o sa intram in razboi dupa aceasta intalnire!,OTHER
$USER0977,0,Consumă banii românilor,OTHER
$USER1876,0,La multi ani mamelor la multi ani duturor femeilor Respect va sustin din pacate nu pot fizic dar dau distribuiri an masa Doamne ajuta,OTHER
$USER0585,0,FELICITARI pentru emisiune,OTHER
$USER2821,0,Și tu speli cururile lui ARAFAT IOHANIS și toți criminali din pandemie marș javră,ABUSE
$USER4112,1,Nebuno la BALAMUC CU TINE SCLAVA LUI PUTIN,ABUSE
$USER0298,0,"Doamne ferește, dacă a venit femeia- bărbat în vizită se sperie PUTIN. Oare ia schimbat pampersul lui Biden?",OTHER
$USER0143,0,DIANA IOVANOVICI SOSOACA,OTHER
$USER1765,1,Marsh mah terminatilor,INSULT
$USER0010,0,"Puțoi, învață istorie să nu mori prost cum te-ai născut.",INSULT
$USER1849,0,Trădătorilor avam copii voi nu aveți copii lăsaține în pace nu vrem sa sufere copii din cauza voastră la niste criminali și hoți de averi,OTHER
$USER0078,0,Eschivă tipică politicului,OTHER
$USER1548,0,Sunt și în Romania,OTHER
$USER1046,0,Ce zicea Take Ionescu mă Terhes vis-a-vis de Rusi,OTHER
$USER1401,0,Dute ba Americanule .... si culcate ca vb nu mai deliri,OTHER
$USER1117,0,Felicitari George!,OTHER
$USER0676,2,BRAVO DL CHITIC !,OTHER
$USER2185,0,Să-mi bag p.... A in Câțu să îi trag,ABUSE
$USER0732,0,Normalitatea numai dacă ne întoarcem la Dumnezeu!,OTHER
$USER1085,0,Vedeți până unde duce prostia politrucilor care sunt la conducerea Românie!!!!,INSULT
$USER0311,0,Covidul nea afectat lumea a rămas fără service si la noi e lumea amarata,OTHER
$USER0528,0,Trada to ri lor,OTHER
$USER0399,0,"Sa vă ieie dracu cu mintea vostra și cu,condusul vostru de prosti",ABUSE
$USER0706,0,De ce nu mă miră?,OTHER
$USER0110,0,Totul sa distrus de când a devenit Băsescu președinte și creat cea mai legata structura de conducere.Aceasta este coordonată de PPE,OTHER
$USER3367,0,Denis Daniela Coman Perfecta dreptate aveți dar banii sunt în mana esuatilor si implicit România devine un stat eesuuaat.,ABUSE
$USER0006,0,"Citiți cărțile istoriei, nu mai ascultați toți părăsiții!!!",OTHER
$USER0136,0,Si cine a ucis acei copii?,OTHER
$USER0504,0,Toate guvernele sunt slugoi ai globaliştilor şi contribuie la diminuarea populației prin orice mijloace !,ABUSE
$USER1218,0,Și cu muistu asta care mănâncă cacat,ABUSE
$USER3536,0,"Calea Liliana, vaiiii, ești prea proasta pentru secolul asta.",INSULT
$USER1370,2,D-le Lazarus TE ROG FRUMOS să ne spui dacă ai avut vreodată un invitat cu atâtea hate-uri...???,OTHER
