id,text,label
22522,:))) Ce ma distreaza pe mine e declaratia lu aia .. auzi duma ..sa pus in fatza masinii :)))))))))) sa`i spuna cineva ca prostia se plateste..de obicei cand stai in fatza masinii esti lovit..:))),OTHER
37883,Ba avem un luptator bun il cheama Raul Catinas care l-a batut [PERS] pe castigatorul K1 Amsterdam,OTHER
40859,"imi pare rau de dinamovisti, ca ii vad cam tristi... oare ce le-a stricat buna-dispozitie? ca la sfarsitul meciului cu [ORG] erau foarte fericiti ca au luat bataie; pai si acum e la fel, tot cu 2-1 au pierdut... fruntea sus, baieti !!! hahahahahhahhahha:))))) pana la urma meciu cu [ORG] nu a fost blat, dupa ce s-a vazut si in seara asta... bv [PERS]! sa va bucurati la fel ca dupa maciu cu [ORG] ;)",OTHER
14783,"mda...am vazut greselide arbitraj in meciurile [ORG] cu [ORG], [ORG], [ORG], [ORG], [ORG]....si non combat la [PERS].paradoxal...doar in favoarea [ORG]....fara ele erati sub [ORG] si [PERS] muistilor",INSULT
8405,"[PERS] a zis ca degeaba le dadea 11 m ..ca poate nu le marca [ORG] -ul ,asa ca s-a gandit sa nu -i faca de rusine pe [PERS] sau [PERS]..nu l-a dat nici pe al doilea ...ca poate il rata si pe al doilea,asa ca nu a fost viciere ..ci bunavointa  cereasca ptr sfantul [PERS] zis satana.",OTHER
14918,"urmaresc [ORG] de prin 70...nu pot sa spun ca Oblemenco era mai talentat ca si [PERS], dar a dovedit CARACTER si a marcat si goluri, castigand multe meciuri de unul singur.[PERS] trebuie sa-si vada de treaba serios inca 1-2 ani si apoi sa ne demonstreze la nationala si la o echipa afara ca e mare!",OTHER
10136,"Dak va pleka s va rata....cn este [PERS] Moscow,poate dak era [ORG] mai ziceam dar ce safaci cu [PERS] Moscow...[ORG] este mult mai puternica k [PERS]...sh decat [PERS] Bucuresti....FORZA [ORG]......sh nu plek DICANIO!!!!",OTHER
22607,Sunt 10 milioane de stelisti (oi) multime multa prostime multa,INSULT
10733,"mai parvenitule un oras mare are cheltuieli mari. in bucuresti ce stadioane proprietate privata aveti ??? copoiu se cearta cu orban, progresu is dati afara...cui ii comvine sa bage bani intr-un stadion kre nu e al lui? tu ai investi milioane in tarlaua din spatele blocului?? mai gandeste-te innainte sa deschizi gura!",INSULT
24043,Vrabia malai viseaza....[PERS] e greu sa bati [ORG]...cu atat mai mult in acest moment,OTHER
21420,"ba red da tare prost mai esti si un retardat mintal, o fosila a societatii umane, o scursura jegoasa de buda, mai exact un mare prost. marsh de aici oligofrenule. daca vrei si emailul meu ti-l dau tarane poate am ocazia sa te prind si sa te invat o lectie cap de gaina ce esti.",ABUSE
11000,Auzi mah FAZA cu [ORG] a fost mai buna si cu [ORG] nu misca deloc ..... ia mai uita-te la meci inca odata si vezi care echipa a avut ocazile ale mai MARI [PERS] si [PERS] singuri cu PORTARUL deci mai lasa VRAJEALA si daca se mai joaca meciul [ORG] egaleaza sau CISTIGA ca sutetzi VARZA,OTHER
19016,[PERS] a mai zis si in Prosport sau [ORG] chestii de genul asta. [PERS] nu merita decat multa muie pentru tot ce face.,ABUSE
11124,ia sa vedem daca mai inlocuiti si cuv asta> shiobanul [PERS],ABUSE
35439,nu are rost sa tot comentati....cea mai buna echipa ii cea facuta de [PERS]...el ia vazut pe jucatori el stie...nu noi care stam la tv si numa comentam....orice echipa ar face noi suntem alaturi de ea...[ORG]!,OTHER
2079729,"Agricultor sau nu, Porumbescu scoate banii, nu ca [PERS] sau actionarul Otelului (cine dracu o fi el/ei), care si-au umplut sacosa de bani si se fac ca ploua, sau invoca motive tampite gen ""destabilizam grupul daca aducem jucatori cu pretentii mai mari"" (de parca n-ar avea bugetul necesar sa mai creasca salariile tuturor jucatorilor), ""investim in tinerele talente "" (care o sa ajunga oricum niste manelisti sau betivi, cu maxim doua exceptii).
Bravo [PERS], Adailton si Sanmartean sunt JUCATORI ! (si Wesley cand e in forma)",PROFANITY
22056,"S-a vazut la europene cat este de egal. 
De unde scoate un om normal asemenea chestii???? 
DOVEZI va rugam !!!!",OTHER
15277,"bai [PERS].....jucator ai fost bun chiar foarte bun ..dar tata ca antrenor esti varza ...cum [PERS] face schimbarile alea????ce cauta [PERS] ????si te intreb eu pe tine, aia joaca cu mingi inalte de nebuni???? nu am vazut o combinatie nimik....oricum fotza [ORG] si aia de la [ORG] sa taca din gura...iar prostu ala de [PERS] sa manance mai putzin ca in curand nu si-o mai vede decat in oglinda...",ABUSE
8754,"scuzatim a ! intreb si eu asa .
[ORG] a ajuns sa faca blat cu [ORG] acasa ?
rusine ciobane!!!!!",ABUSE
25637,"dar maestre,din cite cunoastem noi sunteti obligati in a pregati terenul pt. ca la ora meciului sa fie in cele mai bune conditii...asta daca tot vorbim de profesionalism...sau maestre,daca tot vrei raul [ORG],de ce nu pui mina pe o mitraliera si sa-i impusti pe toti de la [ORG] ?...daca dumneata vorbesti fara simt de raspundere ,la fel procedez si eu...",ABUSE
23435,"de ce sunte-ti prosti astia din gazeta nu au zis ca a facut avere din arbitraj, dar ca arbitru pun pariu ca multe usi sau deschis iar cu spaga primita pe cateva meciuri + un pik de spirit de intreprinzator poti sa ajungi milionar foarte usor",INSULT
18413,Bai [PERS] asta chiar ne crede un popor de tampiti??Sa-i fie rusine...,ABUSE
9572,"Intr-o tara normala cele afirmate de [PERS] ar fi generat autosesizarea organelor competente, care ar fi avut o baza clara de incepere a asanarii fotbalului romanesc. Acest fenomen a ajuns din pacate sa se desfasoare asa cum este inteles de [PERS], prin hotii, cumparari de arbitri si smecherii.Din pacate a luat traiectoria pe care acest element cu o dezvoltare intelectuala jenanta a reusit din pacate sa o impuna cu bani. [PERS] si Mitica nu sunt straini de fenomen.",OTHER
43345,"pe langa ca e nesimtit mai e si prost patronul [ORG]-ului. in loc sa faci ciocu' mic ridici tot praful asta inutil
problema e ca ar trebui sa se concentreze PE FOTBAL si pe jucatorii lor si nu pe arbitraj. daca iti faci probleme pt un arbitraj ""incorect"" intr'un meci cu [ORG], [ORG] etc. cum poti ridica pretentii de [ORG] campionilor?",INSULT
13762,"ar trebui facut un spot cu [PERS] dand gol si 100000 de rromi cu 2 kile de aur la gat bucurandu-se,iar printesa [PERS] rade in hohote de anglia.sa vedem ce spun atunci cultivatii astia la 18 grade(e canicula la ei temperatura asta).poporul asta nu prea vede soarele si umezeala le cam rugineste neuronul",ABUSE
13955,"sunt stelist de cand ma stiu ,si nu pot sa nu regret ca o legenda ca [PERS] ajunge la [ORG].El era cel mai potrivit pt postul de antrenor sau manager la [ORG],de aia il urasc pe [PERS] pt ca nu stie sa aleaga un antrenor bun.Cu tot respectul pt [PERS] dar [PERS] este cu 3 clase peste el ca antrenor.Bafta [ORG]",OTHER
26680,"..ptr [PERS] si altii ca el..
ma dobitocule, ..chiar atat de tare v-a orbit luminatul de [PERS] ..cu prostia ce zace in el .incat ii luati calea si-l pupati in toate cele de apoi ..nu va e rusine , daca pana aici se vad toate magarille care le face ..crestinatul asta ...ce sa mai zica lumea ? RUSINE, RUSINE ...analfabetului de [PERS], un gainar si jumatate , pupincuristul lui [PERS],,ce mai niste nesimtiti , gunoaie..hai la troaca cu voi..",INSULT
11196,ideea e asa.inafara de mitici altcineva nu are treaba cu ungurii.noi ardelenii traim aici cu ei si traim bine.lipsa ungurilor se vede in faptul ca inafara transilvaniei restu romaniei e cam in spate.cat despre afara ungurii din [ORG] eu zic alttceva afara mizeriile de mitici din [ORG].sunt 100% roman dar stiu care e treaba cu ungurii.si mai stiu si care e treaba cu miticii sau sudistii de olteni sau moldovenii.va duce [ORG] in spate putorilor.,INSULT
11786,"am ajuns un campionat de rahat,cu multe blaturi,cu ciobani care se tiganesc ca la usa cortului si cu conducatori de tot rasul.oare sunteti asa de chiori sa nu vedeti cate blaturi sunt? mi- scarba de fotbalul romanesc.PAC PAC SUNTETI PENIBILI",ABUSE
23368,"Cel mai mare hot si bandit pe care a putut sa-l dea Romanica,asta e!Sa ne bagam toti rapidistii pooooola in mortii lui de infractor,n-are ce cauta asta la [ORG],locul lui e la puscarie!Huooooooooooooo!",ABUSE
14829,Ce mai spune domnu [PERS] acum? Pacat de suporteri timisoreni! [PERS] lasa vrajeala si dute la puscarie ca nu ai realizat nimic de cind esti la [ORG] ZERO!!!,OTHER
16302,"mdea deci dc tacea..mare ajungea..
astia se crede intr-o piesa de teatru..pana or sa se trezeasca intr-o zi..calkati in picioare.",ABUSE
10384,Eu sincer nu inteleg ce meci a vazut [PERS]..se uita la meciu [ORG] [ORG] cred...Ba fraiere...ati avut noroc ca nati luat 5..la singuru sut pe poarta ati dat gol tacetzi in plmea zdrentzelor,INSULT
26521,marsh la macaroane spurcatule!meritati pe draq..a fost un meci echilibrat iar scorul este 1 echitabil,PROFANITY
418664,"Niciodata nu ii voi intelege pe cei care din dragoste pentru [ORG] il jignesc acum pe [PERS]. Ce naiba! Cine ne facea fericiti acum 2 ani si jumatate? Nu [PERS], ""[PERS]"", [PERS], si ceilalti. Repede uitati sacrificiul acestor oameni, care este normal sa vrea mai multi bani. Voi nu vreti in general, mai multi bani?",PROFANITY
4515531,cu arbitrii sau nu oricum [ORG] o sa castige campionatul.la ce nivel de rahat avem [ORG] [ORG] de acum cativa ani ar defila.,PROFANITY
14700,sa ne rozi pe toti dinamovistii si toti clujenii bai jigodie,INSULT
12776,"[PERS] nu va plek niciodata la rivala [PERS] _)_
Pe Dica nu bag mana in foc k nu va plek ... dar dc o va face va fi un MERCENAR X(X(X(",OTHER
8444,"bet [ORG] cu 4-1 si ii dam in p..a noastra pe toti ungurii astia imputiti.MUUUUUUUIIIIIEEEEEEEEEEEEEEEEEEEE celor ce nu sunt cu noi.......FORZA [ORG]!!!
FORZA LACA......FORZA [PERS].....FORZA [ORG]!!!!!!!!!!!!!",ABUSE
16139,Pt toti anti-stelistii care zic ca golul a fost din ofsaid: macar noi suntem acolo sa dam gol din offside voi unde sunteti?,OTHER
10178,"NU se poate ca ""U"" sa se desfinteze. O pata de rusine pe obrazul clujenilor, daca se intampla asta. Nu faceti aceleasi greseli pe care le-au facut cei din [ORG] in trecut. Nu lasati un simbol sa moara. Sper ca la anul sa reveniti in prima [ORG]. Bafta.",OTHER
15814,"bah anti stelistilor singurul blat din ultima etapa a fost [PERS] - [ORG]. daca mai dura meciul putin Moti si Semedoo ar fi dansat turca, iar daca [PERS] asa stie sa apere sa stea acasa la EURO - Jenantilor.",OTHER
24610,"Chiar ca [PERS] a gresit, dar sa vedeti si voi muiisti de la cacat de [ORG] cum este- sa vedeti cum este sa fiti furati!!! 
Sugeti pula la toti, la gunoi cu voi , hai [PERS] Famagusta, VOI SUNTETI si VETI FI RUSINEA TARII, cu securisti si informatori ca [PERS] si [PERS]
In rest sa va fut in gura pe toti de la SAN FRANCISCO !!!  
JOS CACATII DE LA [ORG] !!!",ABUSE
39184,[PERS] da esti prost rau...tribuna a doua a?????? lasaneeeeeeee,INSULT
42955,Ma voi sunteti cretini rau....de cand e ilegal sa ai bani la tine??? Cat timp nu au facut nimik ilegal nu are ce sa se intample. Pot sa am asupra mea si toti banii din lume...care e problema?,ABUSE
26208,"Pai de faptul ca [ORG] nu are un mare atacant nu sunteti decat dvs. de vina.Din aceasta cauza a plecat si A.[PERS] de la [ORG],pentru ca el dorea sa aduca un atacant de doua milioane de euro dar dvs. nu ati dorit sa dati banii. Si ati facut o mare prostie. pentru ca aceasta echipa cu un atacant de mare valoare ar fi reusit calificarea in primavara UCL. Dar asa sunteti dvs:Fraier.Decat sa- l luati pe [PERS](1milion), A.[PERS](500.000),mai bine mai puneati ceva si luati un atacant de valoare.",INSULT
16350,"Bai frate voi sunteti chiar escroci?Am vazut in direct ce a zis [PERS],si cat de retard o fi  el nu a zis asa ceva!!!Dar nu-i nimic...mai facem un pic de rating...dar tot cu de-astea va ocupati!!!pacat...",ABUSE
17554,Acuma spui ca e cumplit si acu 2 zile ziceai ca e mare talen si trebuie sustinut x-( ce om esti ba tu de te joci asa cu vorbele bn ca numai esti la [ORG],OTHER
7023188,"Stucane, nu stiu daca-ti dai seama ca ziaristii care isi castiga painea de pe urma fotbalului ar trebui sa nu doarma noaptea pana ce Clinceni nu este exclusa din [ORG].  Sunt 3 aspecte aici : 1. Istoricul relatiilor cu chinezi implicati in mafia pariurilor 2. Implicarea evidenta a clanului [PERS], cu efecte lesne de banuit in sezonul viitor de [ORG] si 3 . Audienta ZERO, nici naiba nu se uita la TV la meciurile unei echipe satesti, nu cumpara nimeni ziare sa citeasca despre un meci Clinceni-Voluntari etc etc. 
 Gandeste-te ca maine dispare [PERS], care va face direct sau indirect vreo 70% din click-urile de pe site.  Cu o [ORG] populata de Voluntari, Clinceni samd  ati inchide pravalia in 2-3 luni...",PROFANITY
33971,Ce vorbesc aia in punga la tv...pfff...mai bine comentam noi:)),OTHER
9013,Din prima echipa n-ar trebui sa lipseasca Dica si [PERS] iar [PERS] e degeaba in teren.,OTHER
26736,"deci...rapidistilor va rog sa nu mai veniti toti cu rujuri ca de obicei ca nu va mai lasa cu ele pe stadion ""fetitzelor"" :)))) sau poate va lasa sa va rujati inainte dar numai cand jucati cu cefere ca sa aratati cat mai bine cand va pun aia capra :)))) [ORG]=ceferita 2 dupa [PERS] care e ceferita 1 (chiar si aici nu sunteti pe locul 1)",ABUSE
13664,"ce comentati mah atata...nu va ajunge...doar nu e vorba de nationala sclipitoare cu vedetele de mil.euro, care o sa stearga pe jos cu [ORG], o sa umileasca [ORG] si,din mila,o sa dea un 2-0 Olandei ...ce, trebuia sa se ia dupa amaratii de la [ORG], care transmit meciuri under 16...pai atunci, cum s-ar justifica transferurile sforaitoare ale vedetelor din Tanzania, Uganda si Burkina Faso...asa merita, da-i dreaq, daca nu joaca macar la [ORG]...huo, lotul B :))",INSULT
21601,"""Trebuie sa ne gandim bine daca il luam pe [PERS]. Situatia noastra este cea a unei echipe in care cinci jucatori vor fi exclusi de pe lista de [ORG] Campionilor: Daca in acest moment decidem sa cumparam un fundas, deoarece in aceasta faza multi din cei pe care ii avem sunt accidentati, jucatorii ce vor fi exclusi vor fi sase. Din acest motiv trebuie sa ne gandim bine si in liniste. Credem ca [PERS] si Cordoba vor disponibili pentru a doua etapa a campionatului si pentru prima etapa din [ORG] C",OTHER
34736,@[PERS] S. Se vede pe reluari ca nu e nici hentz si in plus arbitrul face semn ca bistriteanul a tras... Ce o fi tras numai el stie.,OTHER
21021,"ma duduie, ai ajuns si aici cu analfabetismul tau cronic? mortii mhatii de agricultor imputit. nu retrogradeaza iasul si vasmuienii tai vor termina la mijlocul clasamentului. kkniule.",ABUSE
5468992,"Mă, tată, las-o dracului, și copiii știu că ( sic) copiii se scriu cu trei bețe. Tu nu ești oltean. Te prinzi târziu de oportunitatea de a citi la alții cum se scrie! :))",PROFANITY
19852,"La ce bun sa fii in [ORG] iar si sa te rogi la locul 3 in grupa ca sa mergi in [ORG].Nu e mai bine direct in [ORG]. Asta e nivelul nostru pentru moment. [PERS] ne tot ameninta de vreo 4-5 ani ca face echipa si investeste milioane. A vazut cineva vreun superjucator la [ORG] de curand, vreun joc combinativ in viteza cu faze de poarta, tribunele in delir ?! Sunt stelist si prefer [ORG] in cupa [ORG]. De [ORG] nu mai zic, o sa ii vedem si pe ei anul asta cum se ineaca.",OTHER
9255,"[ORG] e foarte iubita in tara asta, si nu numai,mai mult decat oricare alta echipa,si e hulita doar in orasele marilor rivale...",OTHER
25639,"da..mai nene [ORG] e mai buna ca [ORG] [ORG] si sa le fie rusine ca sau lasat invinsi..cum domnule [ORG]  o echipa de sampion lig  sa fie invinsa de  ultima clasata ...hmmm miroase a blat .....ce prosti suntem
Miroase a blat in mintea  a u r o l a c i l o r de stelisti in frunte cu al lor cioban
semnat:  un roman din bucuresti",ABUSE
16047,"mars potaie la kkt,esti un frustat care o sa faca infarct cat de curand de oftica cand o sa jucati in cupa satelor,apropo sa na mananci madularele la toti stelistii.",INSULT
1660271,Ce naiba o fi fost in capu' lui [PERS] sa joace cu Gardos in centru intr-un asemenea meci naiba stie. Iar [PERS] ala total pe langa in prima repriza. De Apostol nu mai zic ca mor de nervi,PROFANITY
7447666,Stai naiba potolit ca îți crapă inima aia...,PROFANITY
38282,"[PERS] a fost un badaran ca jucator, nu de putine ori criminal pentru adversari. Nu putea sa fie altul ca si antrenor... Atata educatie si cultura are, nu-i cereti mai mult decat stie!
[PERS], insa! Este incredibil acest om prin cele doua fete aratate: una pentru media si cu totul alta in ,,viata reala"". A injurat, nu de mult si ca la usa cortului, o doamna arbitra si [PERS] nu este primul si nu va fi nici ultimul provocat de el. Acest ,,Macho"" este in fapt un mare mitocan...",OTHER
40331,"DE CE SA FIE ANULATE PUNCTELE DIN ULTIMII 2 ANI ? SI ATUNCI A AJUNS [ORG] FRAUDULOS IN [ORG] ? ATUNCI SA FIE ANULATE ! FRAIERILOR, NU INTELEGETI CA PASIUNEA VOASTRA SI CHINUIALA GALERIILOR VA INCETA SA FIE BATJOCORITA NUMAI ATUNCI CIND VA FI UN FOTBAL CURAT, INDIFERENT DACA E VORBA DE [ORG], [PERS] ORI FC AVINTUL PASHCANI ? CHIAR ATIT DE RETARDATI SINTETI ? TREBUIE UN EXEMPLU SI ACUM CIOBANUL STUPID A CAZUT IN PLASA..ASTA E..!",ABUSE
37417,"cine rade la urma, rade mai bine.

vorbim dupa faza grupelor :)",OTHER
12769,"ma bucur ca si-a dat seama. nu avem atacant, [PERS] este un atacant de mana a doua, de divizia B",OTHER
27312,"lasati o moarta, pun pariu ca drogatu n o vazut o pe baba de 10 ani....",INSULT
11131,"fa proasto sti ce inseamna bozgor , om fara tzara , avetzi noroc ca va tzinem in gazda jegosilor , si deja v-ati luat-o in cap. hija de puta .",ABUSE
19541,"Lui [PERS] ii trebuie mai putini antrenori iar lui [PERS] mai multa minte! Si unii si altii, gresesc prin perseverenta! Cum spuneam prostii de la [ORG] sunt perseverenti in blaturi....",INSULT
37464,"Ai avut pe naiba.Cum de in a doua faza se vede bricheta si in prima nici macar nimic pe langa el, desi... este surprinsa faza cand se lasa jos.E simplu...nu a fost bricheta... nu a fost lovit... ci pur si simplu... a fost un meci aranjat.Nu stiu, sa ma ierte dumnezeu pentru ca e doar un joc, dar cand vad asa oameni mi se face dor de HITLER.oare [PERS] nu e evreu?m-as bucura foarte tare",ABUSE
17764,"Pentru ;@[PERS] [ORG]?Mai baiete taci ca oricum nu gandesti , mars si tu la caruta ca este tarziu .Mai bine iti pui singurul neuron sa se odihneasca .....",OTHER
16542,"mie imi vine sa rad de sondajul ala...credeti ca [ORG]-[ORG] va fi blat?...mi-ar placea sa vad in marca o intrebare d-asta, sau in gazzetta dello sport...:))))))...oricum nu e vina voastra....la noi inca se practica meciuri jucate din ""priviri"".",OTHER
34185,"a gresit iar meirosu,de ce nu o scoate oare [PERS]???e al 3 lea atac care il pierde!! a luat valeria bese cartonas galben..gol maier...5-4",OTHER
27681,bah sa vezi ce branza face si asta la [ORG]... si s-a mai milogit si atat de el,OTHER
23743,"Ma intreb si eu cate meciuri a jucat [PERS] in returul asta. Nu stiu daca Domnul [PERS](atletul peren) a dormit bine dupa ce [PERS] a invins pe [ORG]. Probabil ca mai degraba l-ar convoca pe docilul Pompiliu Stoica decat pe [PERS], [PERS] sau [PERS]. Nici acum nu inteleg ce are cu [PERS] de il tot cheama. Sau daca il convoaca sa faca la fel si cu colegul militar [PERS] ca poate asa o avem mai mult succes cu doua sperietori de ciori la mijlocul terenului.",OTHER
5948567,fazer ciken rules! sa fiu al dracu daca nu e cel mai tare! face misto de toti pe timpul nostru! ce sa-i ceri unui om car enu are repere? sa vada ce vezi tu? e absurd! asta traieste in lumea lui care nu are legatura cu nimic din ceea ce noi apreciem ca normal. de exemplu sa-si propuna performanta ... am spus si o repet: exact aceiasi mentalitate ca a lui [PERS]. puneti unul linga altul meciuriel [ORG]-oalnda si [ORG] - albania...prin prisma mentalitatilor numai... TRAGEDIE! si nu la jucatori cit la cei care au condus si conduc!,PROFANITY
35115,"Ce sa le mai ceri? Antrenor nu, stadion nu, jucatori calumea nu....astea-s consecintele",OTHER
33361,Mi s-a parut in afara careului.Arbitru roman de rahat.Asa este si campionatu'.,INSULT
14544,"nu spunea [PERS] ca suflarea dinamovista este mai din centrul capitalei si este o suflare selecta cu oameni culti :))))))))))
mwahahahahahaha!!! stelisti si-au furat`o 2 ani la rand in [ORG], dar nu au facut asa ceva! se vede clar cine este superior!",OTHER
15953,"""foarte elevata"", in frunte cu borcica si [PERS],aceia chiar sunt oameni cu un iq impresionant.",OTHER
19324,se pare ca [PERS] nu stie cat de multi rapidisti sunt in TGM .. :),OTHER
32522,"Adevarul absolut nu il detine nimeni, el este intotdeauna impartit in proportii diferite dar parerea mea e ca niciodata fum fara foc nu iese. Or fi multi cu prejudecati, care nici macar nu au fost in Buc dar pe care daca ii intrebi zic multe lucruri urate despre capitala  si asta nu e normal dar sunt multi care au fost si au vazut.",OTHER
32040,Sunt curios totusi daca si cum se va clarifica tampenia cu cei care au primit instiintare ca nu au fost extrasi la tragerea la sorti desi nu platisera biletul!!!,OTHER
27269,"[PERS]....ca jucator a fost cum a fost...bun dar se putea mai mult.....ca si ""manager sportiv "" incepe sa prinda miros ...neplacut",OTHER
12138,"Sunt dinamovist de la varsta de 10.Sunt alaturi de [PERS] care este un exemplu.Sunt ANTI aceste elemante gen jegul ala de om pe numele sau [PERS], sau cam asa ceva.Ar trebui suspendat pe viata acest jeg de de caracter, de om.[PERS] esti JEG.",INSULT
21650,bravo ..un lucru bun .. dar sa nu angajeze vreun michael jackson pe acolo :D in rest sa il pupati in cur pe [PERS] .. un om care stie ce vrea .. si care macar incearca sa faca ceva pt o echipa nu ca [PERS] care mai are un pic si pica stadionul pe el,PROFANITY
27120,"Cand a aparut ""replica"" lui corsicanu pe rapidisti.ro, 99% din postari au fost pro-[PERS]. 
Si atunci, d-le [PERS], cand spuneti ""suporterii te trimit la [ORG]"", la cine mama naibii va referiti?
Sunteti culmea, pe cuvant ... Mi-e greata de presa din [ORG].",PROFANITY
9351,"NU plecati domnule antrenor! Nu plecati!
Poloistii au nevoie de dumneavoastra, iubitorii acestui sport extraordinar va respecta si va iubesc,iar [ORG] este mandra sa va aiba ca antrenor!
  NU PLECATI!!!!",OTHER
5943962,"Serios? si cine vine sa ii inlocuiasca neuer, [PERS] si [PERS]? v-am mai spus terminati dracu cu harfele astea de pe voi ca ala e slab, ala e slab, ala e slab, erau senzationali ca la plafonul salarial al lui [PERS] iti vin altii mai buni din parti, ba nu mai avem echipa din 80 -90 nici din 2004 sau 2007 asa ca orice jucator decent e foarte bun!",PROFANITY
13980,"Tipic bucurestean.
un oras de mincinosi care se scald intr-o mocirla din care nu se mai poate iesi si care din pacate trage si restul tarii in noroi.",INSULT
23839,depunctatii pe unguri cel mai antipatic neam de pe pamint bozgorilor ce vo trage [PERS] de nu stiti pe unde sa va ascundeti si va zic si clasamentu daca tot ... [ORG] 1 [PERS] 2 [ORG] TIM 3 SI [ORG] de la 6 in jos asta imi doresc eu sa dea domnu FORTZA [PERS],ABUSE
9690,"Cu [ORG] in prima repriza a-ti avut posesie si joc de [ORG] insa in repriza a doua a-ti fost de divizia B cu exceptia golului din corner.
In [ORG] nu ve-ti lua nici un punct caci si [PERS] are ""butoane"".Va asigur ca [ORG] v-a cistiga la un gol diferenta ( 1-0,2-1,3-2,4-3,5-4.s.a.m.d)",OTHER
44445,"la m.[PERS] ala i-as rupe capu ... 
bineeee rapiduletzule.....hahhahha",ABUSE
13723,"Pai cum dracu sa se ia decizie in favoarea [ORG] boule. pe ce lume traiesti? bai obsedatule, mars in padure. cum pierde [ORG]', cum se simt vanati. plecati in plm in padure toti, in frunte cu incultii vostrii: [PERS], [PERS](probabil ca a scapat sapunu' pe jos in puscarie) si prapaditul asta de [PERS], care ii tataie gaoaza pe banca tehnica si tre sa se scoata si el cu ceva, declaratii. mars distrusuleeeeeeee.",INSULT
37194,"Pentru CLUJENI FRUSTRATI.
Sunt stelist de cand ma stiu, insa ce spui tu frizeaza penibilul maxim. Salariul este mic in [ORG] pentru ca noi va tinem si pe voi. Noi cautam in gunoaie, voi sunteti gunoaiele. Atata timp cat trebuie sa tinem paraziti in spate ne va fi mai rau decat acelor paraziti care muncesc doar pentru ei.
Viva la revolutia [ORG]!",INSULT
8320,bai fraierilor tot pe un blog v-am spus ca bozgorul asta nu va veni la voi si m-ati injurat m-ati facut xenofob. S-a confirmat ce v-am spus. Asta are palton pentru la iarna? Daca avea cautare nu ajungea el la voi. Cred ca ati luat teapa.,ABUSE
3311452,"victorie clara a [ORG]. meritul este 100% al lui [PERS]. cu aselasi lot [PERS] dumitrescu, [PERS], [PERS] sau [PERS] nu au facut nimic. adevarul e ca asta a facut din rahat bici, care si pocneste!",PROFANITY
9968,"ma nu ma mai pot opri din ras dupa ce am vaut diagramele astora care cica s-ar numi grafica , cum zicea ala de mai jos  , sunteti PENIBILI ! :)))",INSULT
42719,"bai, voi chiar ati crezut????
HHHHHHHHahahahaha
F.u.t.u.-va nemu-n gura de maimutoi!!!!!",ABUSE
12228,"am avu si vom avea mereu....
boala pa tziygani......
ne piysem pe ei toata viata.....
myuie lu [ORG]

muyie [PERS], [PERS], [PERS], dica, [PERS], marcel [PERS], [PERS] dumitrescu, panait, lascarache.....",ABUSE
9729,In loc sa-l incurajeze... Nu-l baga in seama [PERS] !!! We love u [PERS] !,OTHER
38053,"BRAVO [ORG] CAMPIOANA URAAAAAAAAAAAAAAA


SI [PERS] DUPA GRATIIII",OTHER
14121,bah astia cu [ORG]-ul linistiti-va tata k sunteti vai de voi...luati-va gandu de la titl.,OTHER
9263,sah mat?mai degraba au mutat o piesa si acum s-au razgandit si vor sa mute alta.dau din penibil in penibil,OTHER
9524,"Felicitari d-le Popa! Asisderea si baietilor! Ati dovedit ce inseamna fotbalul curat! N-a fost penalty? Dar cele 2, 3 , dinainte de asta? Dar cel cu [PERS] ? Slovenul stie sa dribleze si aia din apararea [ORG] au ramas ca la dentist unul agatindu-i din greseala piciorul ...dar in careul de pedeapsa! Pe [ORG] ati batut-o cind a inscris Onofras de la 500 metri dar ...a fost offside !!! Daca -i invingeti in [ORG] cred ca le puteti lua locul intr-o Cupa Europeana...! [ORG] joaca excelent!",OTHER
38273,"sa dea D-zeu sa muriti cu totii parsvilor,cei care a-ti facut aceste contracte,nea-ti luat si aceasta bucurie iar voi aveti mii de euro salar si noi platim abonamente scumpe,pentru ce? MOARTE COMUNISTILOR.",ABUSE
33878,"is de tot rasul stelistii. i-a dat un pumn, a mers vreo doi pasi si si-a adus aminte ca trebui sa cada... asa i-a invata ciobanul.",ABUSE
15818,"A castigat cu [ORG] si tot ce poate comenta e ca merita 3 puncte in meciul cu [ORG].

Traim in [ORG] si asta ne ocupa tot timpul.",OTHER
23484,"dav-as foc cu bricheta aia de la meci la toti care va dati de ceasu mortiii k [ORG] ii mai aproape de titlu k imitatiile alea de echipe..[PERS],[ORG],[ORG]....va urez sa pasteti fericitit..pe gazoanele lor;)",ABUSE
23966,"ARGASEALA=MAI LINGAU DECAT MEME

TACTICA [ORG]=JUCATORI ADVERSI CUMPARATI. NU SE POT CUMPARA JUCATORII, ATUNCI SE ARUNCA CU BRICHETE IAR ARBITRUL DACA NU ESTE NIMERIT PLONJEAZA CU CAPUL INTR-O BRICHETA SAU... INTR-O HARTIE PLINA CU KETCHUP! 

3-0 PT OIER!

BRAVO [PERS], [PERS], [PERS], [PERS]... CE MAI ...TOATA [ORG] + CCA",INSULT
22308,Terminat esti tu rapandula! Nu stii sa treci strada si te-ai gasit sa-i dai sfaturi lui [PERS]! Tu ce cautai in Mall? Luai aer? Sa ti-o traga toti moldovenii!,ABUSE
